0	:invoke	:read	nil
0	:ok	:read	nil
0	:invoke	:broadcast	0
0	:ok	:broadcast	0
0	:invoke	:read	nil
0	:ok	:read	[0]
0	:invoke	:read	nil
0	:ok	:read	[0]
0	:invoke	:broadcast	1
0	:ok	:broadcast	1
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
0	:invoke	:broadcast	5
0	:ok	:broadcast	5
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
0	:invoke	:broadcast	7
0	:ok	:broadcast	7
0	:invoke	:broadcast	8
0	:ok	:broadcast	8
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
0	:invoke	:read	nil
0	:ok	:read	[5 6 2 4 3 7 8 9 0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1 3 7 8 9 2 4 5 6]
0	:invoke	:read	nil
0	:ok	:read	[5 6 2 4 3 7 8 9 0 1]
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
0	:invoke	:broadcast	11
0	:ok	:broadcast	11
0	:invoke	:read	nil
0	:ok	:read	[0 1 3 7 8 9 2 4 5 6 10 11]
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
0	:invoke	:read	nil
0	:ok	:read	[3 7 8 9 0 1 5 6 10 11 12 2 4]
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
0	:invoke	:read	nil
0	:ok	:read	[3 7 2 4 6 10 0 1 8 9 14 5 11 12 13]
0	:invoke	:read	nil
0	:ok	:read	[4 6 10 2 1 8 9 14 0 11 12 13 5 7 3]
0	:invoke	:broadcast	15
0	:ok	:broadcast	15
0	:invoke	:broadcast	16
0	:ok	:broadcast	16
0	:invoke	:broadcast	17
0	:ok	:broadcast	17
0	:invoke	:broadcast	18
0	:ok	:broadcast	18
0	:invoke	:broadcast	19
0	:ok	:broadcast	19
0	:invoke	:read	nil
0	:ok	:read	[3 7 19 17 18 2 4 6 10 16 0 1 8 9 14 5 11 12 13 15]
0	:invoke	:read	nil
0	:ok	:read	[6 10 16 17 18 2 4 8 9 14 0 1 12 13 15 5 11 19 3 7]
0	:invoke	:broadcast	20
0	:ok	:broadcast	20
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
0	:invoke	:read	nil
0	:ok	:read	[15 20 5 11 12 13 3 7 19 21 16 17 18 2 4 6 10 14 0 1 8 9]
0	:invoke	:broadcast	22
0	:ok	:broadcast	22
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
0	:invoke	:broadcast	24
0	:ok	:broadcast	24
0	:invoke	:read	nil
0	:ok	:read	[2 4 6 10 16 17 18 0 1 8 9 14 5 11 12 13 15 20 23 3 7 19 21 22 24]
0	:invoke	:read	nil
0	:ok	:read	[7 19 21 22 24 3 4 6 10 16 17 18 2 1 8 9 14 0 11 12 13 15 20 23 5]
0	:invoke	:broadcast	25
0	:ok	:broadcast	25
0	:invoke	:broadcast	26
0	:ok	:broadcast	26
0	:invoke	:broadcast	27
0	:ok	:broadcast	27
0	:invoke	:read	nil
0	:ok	:read	[8 9 25 20 5 11 12 27 21 24 26 17 2 6 10 0 1 14 13 15 23 22 3 7 19 4 16 18]
0	:invoke	:read	nil
0	:ok	:read	[23 13 15 3 7 19 22 4 16 18 8 9 25 5 11 12 20 21 24 26 27 2 6 10 17 0 1 14]
0	:invoke	:read	nil
0	:ok	:read	[3 7 19 22 4 16 18 8 9 25 5 11 12 20 21 24 26 27 2 6 10 17 0 1 14 13 15 23]
0	:invoke	:broadcast	28
0	:ok	:broadcast	28
0	:invoke	:read	nil
0	:ok	:read	[3 7 19 22 4 16 18 8 9 25 5 11 12 20 21 24 26 27 2 6 10 17 28 0 1 14 13 15 23]
0	:invoke	:read	nil
0	:ok	:read	[2 6 10 17 28 0 1 14 13 15 23 3 7 19 22 4 16 18 8 9 25 5 11 12 20 21 24 26 27]
0	:invoke	:read	nil
0	:ok	:read	[2 6 10 17 28 0 1 14 13 15 23 3 7 19 22 4 16 18 8 9 25 5 11 12 20 21 24 26 27]
0	:invoke	:read	nil
0	:ok	:read	[13 15 23 3 7 19 22 4 16 18 8 9 25 5 11 12 20 21 24 26 27 28 2 6 10 17 0 1 14]
0	:invoke	:broadcast	29
0	:ok	:broadcast	29
0	:invoke	:broadcast	30
0	:ok	:broadcast	30
0	:invoke	:read	nil
0	:ok	:read	[7 19 22 3 16 18 4 9 25 8 11 12 20 5 24 26 27 30 21 6 10 17 28 29 2 1 14 0 15 23 13]
0	:invoke	:broadcast	31
0	:ok	:broadcast	31
0	:invoke	:broadcast	32
0	:ok	:broadcast	32
0	:invoke	:broadcast	33
0	:ok	:broadcast	33
0	:invoke	:broadcast	34
0	:ok	:broadcast	34
0	:invoke	:broadcast	35
0	:ok	:broadcast	35
0	:invoke	:broadcast	36
0	:ok	:broadcast	36
0	:invoke	:broadcast	37
0	:ok	:broadcast	37
0	:invoke	:broadcast	38
0	:ok	:broadcast	38
0	:invoke	:read	nil
0	:ok	:read	[11 12 20 5 24 26 27 30 33 36 21 6 10 17 28 29 37 2 1 14 0 15 23 13 7 19 22 31 3 16 18 32 34 38 4 9 25 35 8]
0	:invoke	:broadcast	39
0	:ok	:broadcast	39
0	:invoke	:read	nil
0	:ok	:read	[21 24 26 27 30 33 36 2 6 10 17 28 29 37 39 0 1 14 13 15 23 3 7 19 22 31 4 16 18 32 34 38 8 9 25 35 5 11 12 20]
0	:invoke	:read	nil
0	:ok	:read	[23 13 15 19 22 31 3 7 18 32 34 38 4 16 25 35 8 9 12 20 5 11 26 27 30 33 36 21 24 10 17 28 29 37 39 2 6 14 0 1]
0	:invoke	:read	nil
0	:ok	:read	[21 24 26 27 30 33 36 2 6 10 17 28 29 37 39 0 1 14 13 15 23 3 7 19 22 31 4 16 18 32 34 38 8 9 25 35 5 11 12 20]
0	:invoke	:broadcast	40
0	:ok	:broadcast	40
0	:invoke	:broadcast	41
0	:ok	:broadcast	41
0	:invoke	:read	nil
0	:ok	:read	[36 21 24 26 27 30 33 37 39 2 6 10 17 28 29 0 1 14 40 13 15 23 3 7 19 22 31 41 4 16 18 32 34 38 8 9 25 35 5 11 12 20]
0	:invoke	:read	nil
